0, 0, 0, 0, 0, 0, 0
0.02, 0, 0, 0, 0, 0, 0
0.07001296, 0, 0, 0, 0, 0, 0
0.08660329, 0, 0, 0, 0, 0, 0
0.1032623, 0, 0, 0, 0, 0, 0
0.1199571, 0, 0, 0, 0, 0, 0
0.1366086, 0, 0, 0, 0, 0, 0
0.1533702, 0, 0, 0, 0, 0, 0
0.1699421, 0, 0, 0, 0, 0, 0
0.1870746, 0, 0, 0, 0, 0, 0
0.2034021, 0, 0, 0, 0, 0, 0
0.2201222, 0, 0, 0, 0, 0, 0
0.2366882, 0, 0, 0, 0, 0, 0
0.253316, 0, 0, 0, 0, 0, 0
0.2700386, 0, 0, 0, 0, 0, 0
0.2873853, 0, 0, 0, 0, 0, 0
0.3034268, 0, 0, 0, 0, 0, 0
0.3200598, 0, 0, 0, 0, 0, 0
0.3366528, 0, 0, 0, 0, 0, 0
0.3536525, 0, 0, 0, 0, 0, 0
0.3699914, 0, 0, 0, 0, 0, 0
0.3867512, 0, 0, 0, 0, 0, 0
0.450461, 0, 0, 0, 0, 0, 0
0.4700082, 0, 0, 0, 0, 0, 0
0.4867408, 0, 0, 0, 0, 0, 0
0.5033957, 0, 0, 0, 0, 0, 0
0.5199832, 0, 0, 0, 0, 0, 0
0.5664402, 0, 0, 0, 54.01937, 0.03029491, 339.8696
0.5867217, 0, 0, 0, 53.93435, 0.1617005, 339.6777
0.6033603, 0, 0, 0, 53.87645, 0.1536749, 339.6058
0.6200676, 0, 0, 0, 53.88073, 0.1434578, 339.5743
0.6366313, 0, 0, 0, 54.11933, 0.2218233, 339.5808
0.6532815, 0, 0, 0, 54.16153, 0.2473011, 339.6024
0.669952, 0, 0, 0, 54.19261, 0.246175, 339.6153
0.6867037, 0, 0, 0, 54.20859, 0.2281782, 339.6179
0.7032782, 0, 0, 0, 54.2324, 0.2250058, 339.6176
0.7199486, 0, 0, 0, 54.30029, 0.2147471, 339.6027
0.7366068, 0, 0, 0, 54.34711, 0.1912799, 339.5909
0.7532853, 0, 0, 0, 54.34416, 0.1690295, 339.585
0.7699395, 0, 0, 0, 54.28699, 0.1036902, 339.5655
0.7866055, 0, 0, 0, 54.21022, 0.02530314, 339.5383
0.8032839, 0, 0, 0, 54.1828, 359.9846, 339.5303
0.8199959, 0, 0, 0, 54.16173, 359.8824, 339.5164
0.8366913, 0, 0, 0, 54.16685, 359.7549, 339.5176
0.8533646, 0, 0, 0, 54.16833, 359.6768, 339.5188
0.8700027, 0, 0, 0, 54.1629, 359.5072, 339.5313
0.886718, 0, 0, 0, 54.15422, 359.3247, 339.5406
0.9033632, 0, 0, 0, 54.15666, 359.2385, 339.5508
