1.870026, -0.019531, -0.4041604, 0.1681906, 2.312574, 23.13061, 354.0033, 0.0856, 0.0856 
1.886651, -0.01956804, -0.402612, 0.1679425, 1.643621, 23.17725, 354.0655, 0.0856, 0.0856 
1.903364, -0.01978374, -0.4024188, 0.1681148, 1.211633, 23.15167, 353.7997, 0.0856, 0.0856 
1.920084, -0.02009785, -0.4038334, 0.1686985, 1.080895, 23.13991, 353.7536, 0.0856, 0.0856 
1.936754, -0.02014135, -0.4029213, 0.1682587, 0.9702021, 23.17123, 353.724, 0.0856, 0.0856 
1.953328, -0.01879301, -0.4037228, 0.1661443, 1.034831, 23.25138, 353.7893, 0.0856, 0.0856 
2.070103, -0.01869956, -0.4059144, 0.1669198, 1.678944, 23.22894, 353.6746, 0.0856, 0.0856 
2.086747, -0.01871063, -0.406022, 0.167261, 0.9262351, 23.36501, 353.7775, 0.0856, 0.0856 
2.103317, -0.0168045, -0.4083526, 0.1656574, 0.5728649, 23.39011, 354.092, 0.0856, 0.0856 
2.120022, -0.01649084, -0.4086074, 0.1653141, 0.7512811, 23.48549, 354.2105, 0.0856, 0.0856 
2.136791, -0.01701337, -0.407124, 0.1642581, 1.822097, 23.46572, 354.0803, 0.0856, 0.0856 
2.153407, -0.01758514, -0.407141, 0.1641905, 1.730547, 23.60308, 354.0942, 0.0856, 0.0856 
2.171185, -0.01774491, -0.4077519, 0.1650005, 1.240584, 23.59846, 353.9974, 0.0856, 0.0856 
2.186721, -0.01708852, -0.4058641, 0.1645306, 1.207341, 23.51958, 354.1366, 0.0856, 0.0856 
2.204752, -0.01627281, -0.4063579, 0.1633802, 1.294712, 23.39945, 354.1949, 0.0856, 0.0856 
2.219995, -0.01643118, -0.4077496, 0.1636314, 1.793465, 23.28895, 354.0287, 0.0856, 0.0856 
2.236973, -0.01654445, -0.4080967, 0.1636992, 2.058511, 23.31384, 354.1473, 0.0856, 0.0856 
2.253652, -0.01656899, -0.4065771, 0.1634552, 1.707906, 23.33803, 354.2064, 0.0856, 0.0856 
2.270238, -0.01671025, -0.4079383, 0.16429, 1.670746, 23.18735, 353.8832, 0.0856, 0.0856 
2.286691, -0.01682677, -0.4068996, 0.1635687, 1.421798, 23.16491, 353.9982, 0.0856, 0.0856 
2.304229, -0.01711214, -0.4072722, 0.1637411, 1.11539, 23.1468, 353.8206, 0.0856, 0.0856 
2.320024, -0.01704052, -0.4061258, 0.1631789, 1.124813, 23.19716, 353.9615, 0.0856, 0.0856 
2.336738, -0.01710666, -0.406344, 0.1631626, 1.755045, 23.07723, 353.7741, 0.0856, 0.0856 
2.353356, -0.01707162, -0.4074818, 0.1637647, 1.700886, 23.08011, 353.753, 0.0856, 0.0856 
2.370029, -0.01705481, -0.4073955, 0.1639478, 1.371713, 23.13409, 353.7314, 0.0856, 0.0856 
2.386887, -0.0171958, -0.4080113, 0.1637523, 1.491518, 23.10453, 353.8949, 0.0856, 0.0856 
2.404794, -0.01721936, -0.408387, 0.1637294, 1.45747, 23.08705, 353.8226, 0.0856, 0.0856 
2.420113, -0.01716378, -0.4075416, 0.1634596, 1.267406, 23.1486, 353.8638, 0.0856, 0.0856 
2.437156, -0.01702153, -0.4073851, 0.1632788, 1.57448, 23.18932, 354.1082, 0.0856, 0.0856 
2.454036, -0.01704396, -0.407672, 0.1633106, 1.914593, 23.17678, 354.1594, 0.0856, 0.0856 
2.471939, -0.01717501, -0.4087164, 0.1637994, 1.988692, 23.18264, 354.2608, 0.0856, 0.0856 
2.486706, -0.01796161, -0.4100582, 0.1644071, 1.349852, 23.14482, 354.1497, 0.0856, 0.0856 
2.503873, -0.01804771, -0.4106867, 0.1643887, 0.8827421, 23.18236, 354.1328, 0.0856, 0.0856 
2.520132, -0.01791773, -0.4105972, 0.1642745, 0.6105614, 23.2473, 354.2224, 0.0856, 0.0856 
2.537111, -0.01787613, -0.4104077, 0.1640978, 0.6921369, 23.27584, 354.1908, 0.0856, 0.0856 
2.553395, -0.01789925, -0.4103098, 0.1639461, 0.8103346, 23.29095, 354.1488, 0.0856, 0.0856 
2.570216, -0.01789496, -0.4104339, 0.1638839, 0.7331011, 23.32029, 354.2056, 0.0856, 0.0856 
2.58677, -0.01844494, -0.4098508, 0.1633136, 0.8374667, 23.23112, 354.2227, 0.0856, 0.0856 
2.605819, -0.0182979, -0.410134, 0.1633508, 0.8540635, 23.22336, 354.4201, 0.0856, 0.0856 
2.62005, -0.01777976, -0.4090254, 0.1626857, 1.074731, 23.15705, 354.5512, 0.0856, 0.0856 
2.636694, -0.0176095, -0.4084909, 0.1622059, 1.233607, 23.11322, 354.4342, 0.0856, 0.0856 
2.653668, -0.01786704, -0.409151, 0.1621986, 1.780881, 22.97325, 354.2307, 0.0856, 0.0856 
2.67141, -0.01796611, -0.4098106, 0.1623816, 2.32673, 22.88887, 354.1996, 0.0856, 0.0856 
2.6868, -0.0188014, -0.4104029, 0.1626815, 2.355967, 22.77605, 354.0519, 0.0856, 0.0856 
2.704836, -0.01906901, -0.4108554, 0.1634006, 1.291327, 22.90191, 354.0372, 0.0856, 0.0856 
2.720103, -0.01904378, -0.4099935, 0.1631301, 1.381888, 22.97326, 354.1854, 0.0856, 0.0856 
2.740366, -0.0187641, -0.4096604, 0.1628605, 1.452635, 23.00215, 354.391, 0.0856, 0.0856 
2.753434, -0.0186739, -0.4103855, 0.1629595, 1.349948, 22.7531, 354.4016, 0.0856, 0.0856 
2.771674, -0.0185194, -0.4111814, 0.1628258, 1.580868, 22.60322, 354.1071, 0.0856, 0.0856 
2.786675, -0.01871481, -0.4094247, 0.161836, 1.568179, 22.69807, 354.3976, 0.0856, 0.0856 
2.803361, -0.01858714, -0.4093329, 0.1616392, 2.179528, 22.76268, 354.2622, 0.0856, 0.0856 
2.820039, -0.01865018, -0.4089594, 0.1617708, 1.734251, 22.97501, 354.429, 0.0856, 0.0856 
2.836705, -0.01851043, -0.4096532, 0.1619473, 1.78111, 23.11422, 354.3296, 0.0856, 0.0856 
2.853884, -0.0183632, -0.4092655, 0.1616042, 2.102615, 23.08572, 354.2647, 0.0856, 0.0856 
2.870078, -0.0179602, -0.4101428, 0.1618904, 1.517635, 23.05924, 354.325, 0.0856, 0.0856 
2.886783, -0.01816308, -0.4115411, 0.162204, 0.6164739, 23.05701, 354.1485, 0.0856, 0.0856 
2.903421, -0.01824717, -0.4119101, 0.1623396, 0.3850835, 23.10522, 354.0767, 0.0856, 0.0856 
2.920109, -0.01845364, -0.4100039, 0.1616749, 0.6465937, 23.10017, 353.9168, 0.0856, 0.0856 
2.939955, -0.01837513, -0.4075884, 0.1608595, 1.219972, 22.99649, 353.9122, 0.0856, 0.0856 
2.95395, -0.01803257, -0.4071627, 0.160631, 1.372624, 22.90281, 354.02, 0.0856, 0.0856 
2.97151, -0.01756283, -0.4075251, 0.1606371, 1.391737, 22.8826, 354.0119, 0.0856, 0.0856 
