1.986818, -0.005784016, -0.2038579, 0.1250546, 355.1286, 339.6301, 356.1834, 0.0856, 0.0856 
2.003498, -0.005875092, -0.2048684, 0.1258679, 354.3546, 339.7191, 356.166, 0.0856, 0.0856 
2.020198, -0.005528221, -0.2035525, 0.1252902, 355.033, 339.7746, 356.19, 0.0856, 0.0856 
2.036817, -0.005275644, -0.2020481, 0.1243805, 356.0571, 339.8255, 356.4835, 0.0856, 0.0856 
2.053499, -0.005613436, -0.2027137, 0.1248791, 355.8498, 339.7701, 356.4059, 0.0856, 0.0856 
2.070193, -0.005897572, -0.2036501, 0.1253952, 355.6491, 339.8469, 356.4804, 0.0856, 0.0856 
2.086846, -0.005535302, -0.204561, 0.1256789, 355.4358, 339.9073, 356.5987, 0.0856, 0.0856 
2.103498, -0.005580381, -0.2057478, 0.1261853, 355.1707, 339.9725, 356.6702, 0.0856, 0.0856 
2.120196, -0.006033383, -0.2083136, 0.1275792, 353.6822, 340.049, 356.4301, 0.0856, 0.0856 
2.136836, -0.006190053, -0.209224, 0.127949, 352.9586, 340.1471, 356.2379, 0.0856, 0.0856 
2.153489, -0.00617311, -0.2081095, 0.1272695, 353.0944, 340.0931, 355.9671, 0.0856, 0.0856 
2.170168, -0.005351911, -0.2072251, 0.1263845, 353.7916, 339.9335, 356.4153, 0.0856, 0.0856 
2.186832, -0.005138049, -0.2059963, 0.1260064, 354.4877, 339.9783, 356.6162, 0.0856, 0.0856 
2.203497, -0.005087889, -0.2055742, 0.1259596, 354.8574, 340.0147, 356.7888, 0.0856, 0.0856 
2.220229, -0.004750593, -0.2049883, 0.1256853, 355.3719, 340.1369, 357.0319, 0.0856, 0.0856 
2.236892, -0.0044893, -0.204981, 0.1255644, 355.6178, 340.2699, 357.292, 0.0856, 0.0856 
2.253566, -0.004472826, -0.2055648, 0.1256506, 355.5133, 340.5726, 357.9642, 0.0856, 0.0856 
2.270215, -0.003824313, -0.2063591, 0.1254214, 355.7729, 340.6172, 358.4465, 0.0856, 0.0856 
2.286808, -0.004329711, -0.20761, 0.1261854, 354.9668, 340.4274, 357.8777, 0.0856, 0.0856 
2.303502, -0.004087519, -0.206952, 0.1255762, 355.2794, 340.4148, 357.9338, 0.0856, 0.0856 
2.320184, -0.003523146, -0.2067726, 0.125445, 355.7477, 340.4335, 358.0541, 0.0856, 0.0856 
2.336828, -0.003146408, -0.206044, 0.1248234, 356.0526, 340.3836, 357.8255, 0.0856, 0.0856 
2.353585, -0.002684228, -0.2053466, 0.1241447, 356.5886, 340.4922, 357.9427, 0.0856, 0.0856 
2.370252, -0.002089282, -0.2053663, 0.1237369, 356.8036, 340.58, 357.9969, 0.0856, 0.0856 
2.386886, -0.002167784, -0.2064754, 0.1243865, 356.5006, 340.8122, 358.334, 0.0856, 0.0856 
2.403533, -0.001729518, -0.2058366, 0.1237036, 356.5655, 340.8537, 358.3353, 0.0856, 0.0856 
2.420187, -0.001091568, -0.205632, 0.1230987, 356.8295, 341.008, 358.7687, 0.0856, 0.0856 
2.436838, -0.0005581733, -0.2053097, 0.1225144, 356.8, 341.0249, 358.562, 0.0856, 0.0856 
2.453534, -1.139753E-05, -0.205695, 0.122394, 356.6156, 341.0977, 358.4515, 0.0856, 0.0856 
2.470158, 0.00121168, -0.2064636, 0.1220285, 356.5997, 341.2318, 358.4836, 0.0856, 0.0856 
2.486856, 0.00163742, -0.2067784, 0.1224663, 356.4186, 341.3188, 358.5905, 0.0856, 0.0856 
2.503546, 0.002246907, -0.2073756, 0.122896, 356.3113, 341.2077, 358.3863, 0.0856, 0.0856 
2.520192, 0.002828987, -0.2074029, 0.1227786, 356.5497, 341.2195, 358.6163, 0.0856, 0.0856 
2.536856, 0.00351939, -0.2081506, 0.1232975, 356.7096, 341.5468, 359.3039, 0.0856, 0.0856 
2.553564, 0.005002415, -0.2096065, 0.1231624, 356.7716, 341.7057, 359.5536, 0.0856, 0.0856 
2.570219, 0.005935604, -0.2079502, 0.1226411, 357.5338, 341.7009, 359.4591, 0.0856, 0.0856 
2.586974, 0.006926208, -0.2065722, 0.1225409, 358.8601, 341.7755, 359.8144, 0.0856, 0.0856 
2.60351, 0.007966389, -0.2049591, 0.1222143, 359.895, 342.0413, 0.0177416, 0.0856, 0.0856 
2.620196, 0.009009083, -0.2041509, 0.122277, 0.4538263, 342.2882, 0.08764832, 0.0856, 0.0856 
2.636886, 0.01003226, -0.2040246, 0.1225687, 0.8071006, 342.6219, 0.3035454, 0.0856, 0.0856 
2.653532, 0.01242213, -0.2047118, 0.1222629, 1.346003, 342.8943, 0.5467297, 0.0856, 0.0856 
2.670214, 0.01375261, -0.2041532, 0.1224569, 1.684045, 343.2517, 0.6187208, 0.0856, 0.0856 
2.686893, 0.01546372, -0.2043123, 0.1234194, 1.817078, 343.6556, 0.6171585, 0.0856, 0.0856 
2.703621, 0.01717998, -0.2043613, 0.1249782, 1.813082, 344.0855, 0.5165249, 0.0856, 0.0856 
2.720177, 0.01907594, -0.2066177, 0.1281146, 1.57444, 344.5975, 0.5913403, 0.0856, 0.0856 
2.73698, 0.0203628, -0.204764, 0.1291674, 1.67456, 345.0954, 0.6170923, 0.0856, 0.0856 
2.753564, 0.02200196, -0.2044494, 0.1308746, 1.772959, 345.5439, 0.4836209, 0.0856, 0.0856 
2.770345, 0.02325817, -0.2044093, 0.1332953, 1.80643, 346.004, 0.2326875, 0.0856, 0.0856 
2.786898, 0.02458024, -0.2050134, 0.1358633, 1.393252, 346.3658, 359.9392, 0.0856, 0.0856 
2.803633, 0.02501355, -0.2058478, 0.1385171, 1.305903, 346.6455, 359.8258, 0.0856, 0.0856 
2.820286, 0.02422553, -0.2064279, 0.1412357, 0.6571206, 346.7749, 359.3909, 0.0856, 0.0856 
2.836839, 0.02349038, -0.2072113, 0.1439542, 0.42237, 346.9969, 359.24, 0.0856, 0.0856 
2.853576, 0.02145237, -0.2054918, 0.1449673, 0.25924, 346.9294, 358.6182, 0.0856, 0.0856 
2.870227, 0.02019509, -0.2045881, 0.1457718, 0.07366791, 346.9692, 358.3805, 0.0856, 0.0856 
2.886941, 0.01852943, -0.2027969, 0.1455331, 0.2133021, 346.8669, 358.113, 0.0856, 0.0856 
2.903539, 0.01620969, -0.2025041, 0.146442, 0.1581991, 346.857, 357.8719, 0.0856, 0.0856 
2.920224, 0.01206594, -0.2008328, 0.1466922, 0.1807331, 346.7081, 358.0798, 0.0856, 0.0856 
2.936842, 0.008382656, -0.2001696, 0.1476128, 0.1067144, 346.6411, 357.9352, 0.0856, 0.0856 
2.953525, 0.003660878, -0.2000679, 0.1479475, 0.05383006, 346.1277, 357.8575, 0.0856, 0.0856 
2.97022, -0.0008698059, -0.1994227, 0.1475748, 359.9293, 345.5473, 357.8355, 0.0856, 0.0856 
2.986937, -0.003794405, -0.1990882, 0.1473687, 359.8752, 345.331, 357.7359, 0.0856, 0.0856 
3.003572, -0.008041399, -0.1973309, 0.1452285, 359.818, 344.8864, 357.6798, 0.0856, 0.0856 
