0, 0, 0, 0, 0, 0, 0
0.02, 0, 0, 0, 0, 0, 0
0.07413463, 0, 0, 0, 0, 0, 0
0.1033161, 0, 0, 0, 0, 0, 0
0.1199611, 0, 0, 0, 0, 0, 0
0.136842, 0, 0, 0, 0, 0, 0
0.1533462, 0, 0, 0, 0, 0, 0
0.1699483, 0, 0, 0, 0, 0, 0
0.1866087, 0, 0, 0, 0, 0, 0
0.203408, 0, 0, 0, 0, 0, 0
0.2200692, 0, 0, 0, 0, 0, 0
0.2366452, 0, 0, 0, 0, 0, 0
0.2534375, 0, 0, 0, 0, 0, 0
0.2703502, 0, 0, 0, 0, 0, 0
0.2869127, 0, 0, 0, 0, 0, 0
0.3034845, 0, 0, 0, 0, 0, 0
0.3210014, 0, 0, 0, 0, 0, 0
0.3367823, 0, 0, 0, 0, 0, 0
0.353389, 0, 0, 0, 0, 0, 0
0.3701735, 0, 0, 0, 0, 0, 0
0.3884331, 0, 0, 0, 0, 0, 0
0.408743, 0, 0, 0, 0, 0, 0
0.42004, 0, 0, 0, 0, 0, 0
0.4376307, 0, 0, 0, 0, 0, 0
0.5001393, 0, 0, 0, 0, 0, 0
0.6761883, 0, 0, 0, 0, 0, 0
0.7043919, 0, 0, 0, 0, 0, 0
0.7201837, 0, 0, 0, 0, 0, 0
0.7367232, 0, 0, 0, 0, 0, 0
0.7534018, 0, 0, 0, 0, 0, 0
0.7731204, 0, 0, 0, 64.76871, 0.1586377, 356.7462
0.7866594, 0, 0, 0, 64.785, 0.3033321, 357.1748
0.8034566, 0, 0, 0, 64.7232, 0.4777477, 357.5778
0.8202446, 0, 0, 0, 64.68682, 0.6049786, 357.7746
0.8369365, 0, 0, 0, 64.64191, 0.8653802, 358.0797
0.8536373, 0, 0, 0, 64.58749, 1.000856, 358.1816
0.8996768, 0, 0, 0, 64.53416, 1.016341, 358.1754
0.9200699, 0, 0, 0, 64.12351, 0.5462373, 357.8593
0.9367548, 0, 0, 0, 64.12508, 0.5360736, 357.8849
0.9534385, 0, 0, 0, 64.15054, 0.4006955, 357.7189
0.9706521, 0, 0, 0, 64.15509, 359.9931, 357.1441
0.9867331, 0, 0, 0, 64.1395, 359.6634, 356.7021
1.003692, 0, 0, 0, 64.04734, 358.799, 355.5971
1.0201, 0, 0, 0, 63.79781, 357.8853, 354.3978
1.03675, 0, 0, 0, 63.6156, 357.4702, 353.8283
1.05336, 0, 0, 0, 63.15087, 356.8779, 352.9421
1.07002, 0, 0, 0, 62.6557, 356.4953, 352.3018
1.086748, 0, 0, 0, 62.46939, 356.2944, 352.028
1.103353, 0, 0, 0, 62.27909, 356.0625, 351.8261
