1.788011, 0.005002996, -0.03329582, 0.01321448, 54.67524, 4.017926, 338.3279
1.803449, 0.005363623, -0.03613887, 0.01547526, 55.23583, 3.567637, 338.0128
1.820117, 0.005562026, -0.03866611, 0.01762222, 55.8119, 3.238153, 337.8203
1.836757, 0.005668563, -0.04050007, 0.01932148, 56.09541, 3.261986, 337.9116
1.853392, 0.005760813, -0.04165758, 0.0205568, 55.98026, 3.538181, 338.1818
1.870107, 0.006349153, -0.04328838, 0.02203755, 55.65507, 3.949482, 338.4151
1.88679, 0.006635753, -0.0446406, 0.02350371, 55.47906, 3.880835, 338.376
1.903394, 0.006792727, -0.04586582, 0.02508923, 55.44074, 3.8059, 338.3671
1.920136, 0.006887745, -0.04679194, 0.02666373, 55.37682, 3.96705, 338.5753
1.936748, 0.006985694, -0.04755323, 0.02823097, 55.2703, 4.240438, 338.8587
1.953408, 0.007139138, -0.04839424, 0.02991764, 55.22124, 4.41532, 339.034
1.970166, 0.007429653, -0.04989459, 0.03190111, 55.19623, 4.329252, 339.0161
1.986721, 0.007568348, -0.05119525, 0.03404818, 55.33942, 4.113222, 338.9137
2.003373, 0.007576108, -0.0522439, 0.03620583, 55.43853, 3.827113, 338.7965
2.020137, 0.007483152, -0.05299897, 0.03821367, 55.45786, 3.572618, 338.7116
2.036702, 0.00732718, -0.05360335, 0.04005002, 55.53014, 3.330263, 338.6139
2.053427, 0.007136998, -0.05408929, 0.04167202, 55.703, 3.140749, 338.5258
2.070072, 0.006968742, -0.0536075, 0.04254583, 55.83073, 3.165316, 338.6453
2.086771, 0.006719238, -0.05341371, 0.04342539, 56.07912, 3.110943, 338.6608
2.103514, 0.006466379, -0.05313685, 0.04404829, 56.24656, 3.101732, 338.6951
2.12016, 0.00625593, -0.05268616, 0.04436634, 56.26513, 3.107294, 338.7093
2.136729, 0.006062276, -0.05210793, 0.04447817, 56.18002, 3.121649, 338.7273
2.153444, 0.005889891, -0.05134354, 0.04431979, 56.06164, 3.288027, 338.8817
2.170107, 0.005817618, -0.05038013, 0.04377671, 55.96852, 3.290923, 338.9241
2.186759, 0.005756657, -0.04975322, 0.04343556, 55.89692, 3.328219, 338.9582
2.203474, 0.0057451, -0.04928496, 0.04309989, 55.83128, 3.411807, 338.9955
2.220123, 0.005772924, -0.04896607, 0.04277272, 55.76809, 3.450928, 338.98
2.236774, 0.00581671, -0.04879665, 0.0424812, 55.71797, 3.402477, 338.894
2.253448, 0.005901527, -0.04873532, 0.04211437, 55.70251, 3.542838, 338.9454
2.270107, 0.006014682, -0.04875201, 0.041599, 55.71034, 3.488137, 338.8461
2.286781, 0.005988733, -0.04876895, 0.04116802, 55.7405, 3.458019, 338.7817
2.303436, 0.005851531, -0.04873448, 0.04071338, 55.75459, 3.437268, 338.7508
2.320135, 0.005666658, -0.04863427, 0.04017428, 55.73796, 3.450718, 338.7581
2.336749, 0.005484407, -0.04849404, 0.03954753, 55.71275, 3.512686, 338.7984
2.353436, 0.005320884, -0.04832118, 0.03882086, 55.69954, 3.724659, 338.9848
2.370078, 0.005198877, -0.04809859, 0.03794975, 55.65464, 3.795702, 339.035
2.386765, 0.005078061, -0.04781372, 0.03713522, 55.58126, 3.859504, 339.0707
2.403457, 0.004965022, -0.04744836, 0.03633496, 55.47672, 3.914094, 339.1041
2.420135, 0.004866443, -0.04704668, 0.03555271, 55.37997, 3.963429, 339.1386
2.436756, 0.004806967, -0.04663213, 0.03477587, 55.30896, 4.030853, 339.1815
2.453422, 0.004794033, -0.04620528, 0.03396009, 55.25883, 4.169508, 339.2554
2.470119, 0.004817437, -0.04574246, 0.03306869, 55.19291, 4.210618, 339.2288
2.486794, 0.004841469, -0.04519263, 0.0321834, 55.09434, 4.265647, 339.2104
2.503456, 0.004824605, -0.04451745, 0.03128321, 54.95741, 4.389897, 339.267
